"Probe Name","liver conv 1","liver conv 2","liver conv 3","liver conv 4","liver cef 1","liver cef 2","liver cef 3","liver cef 4","liver cdi 1","liver cdi 2","liver cdi 3","liver cdi 4","ileum conv 1","ileum conv 2","ileum conv 3","ileum conv 4","ileum cef 1","ileum cef 2","ileum cef 3","ileum cef 4","ileum cdi 1","ileum cdi 2","ileum cdi 3","ileum cdi 4","cecum conv 1","cecum conv 2","cecum conv 3","cecum conv 4","cecum cef 1","cecum cef 2","cecum cef 3","cecum cef 4","cecum cdi 1","cecum cdi 2","cecum cdi 3","cecum cdi 4"
"Ctnnb1",4863.31,4546.62,4900.98,4739,4450.03,4466.82,4636.09,4795.51,4641.35,4610.46,4907.61,4754.83,11168.5,11439.11,10739.12,12939.94,12094.07,11235.72,10331.22,11650.78,12053.28,13139.64,13506.29,14665.18,8286.81,11701.35,10015.62,10443.12,11735.51,8710.4,9365.31,9936.11,9226.28,8331.72,8981.14,9530.2
"Ctnnd1",744.68,655.27,760.21,640.48,780.15,861.62,740.17,812.72,785.03,835.84,802.85,784.96,2744.38,2457.16,2115.29,2693.38,2441.83,2209.26,2244.85,2344.2,3011.33,3138.77,2672.54,3575.78,1252.63,1932.81,1786.65,1823.85,2144.35,1715.43,1908.81,1916.62,2127.83,1716.82,1850.02,1892.45
"Ctsb",7013.2,6888.66,6588.02,6585.94,8093.26,7151.5,6887.98,7129.42,8155.24,7798.01,7837.54,6971.87,4588.98,4179.31,4402.64,3979.33,4288.2,4055.28,2946.95,4490.76,4081.65,3938.92,4242.02,3378.11,3322.47,3830.83,3706.17,3531.65,3284.98,3621.79,3689.12,3480.8,2588.99,2542.76,2671.1,2633.5
"Ctsd",8603.72,8319.57,8227.04,8438.28,9732.72,8333.83,7782,8860.66,9211.64,8591.46,8818.96,7540.03,4390.52,4020.97,3643.22,4035.96,5697.61,4499.67,3363.56,3805.99,4435.38,4048.27,5539.59,3998.32,5213.59,5732.26,6110.28,5771.67,4501.71,5630.63,5440.03,5859.56,3156.48,2916.67,3371.28,3542.67
"Ctsl",3432.04,3001.32,3415.68,3388.42,3494.8,3650.19,3828.1,3771.74,3755.05,4089.9,4131.55,4169.75,156.29,189.32,170.05,136.07,161.41,219.62,110.36,130.94,160.19,164.21,222.6,127.54,503.54,653.33,582.8,597.87,180.94,305.85,346.75,346.31,277.88,272.59,283.02,275.62
"Ctsw",1.99,2.01,3.15,1.8,2.22,2.08,1.87,1.87,2.24,2.29,14.85,2.42,32.38,35.24,79.15,52.05,9.26,10.94,1.6,26.44,29.44,9.29,27.46,21.9,84.97,20.43,40.89,53.5,20.03,50,35.43,25.75,11.23,13.01,30.71,13.18
"Cul1",1877.35,1588.47,1655.61,1710.52,1719.83,1688.63,1755.77,1791.58,2210.73,2069.59,1786.65,2001.07,1201,1684.18,1540.97,1602.87,1255.78,1483.53,1232.96,1654.98,1644.04,1942.21,1727.34,1657.65,1765.16,1843.18,1570.78,1851.87,1630.71,1524.05,1594.22,1578.28,1208.2,1178.25,1262.86,1412.67
"Cul3",1238.36,1004.47,1138.74,1138.64,1182.23,1162.92,1116.11,1157.1,1362.48,1237.15,1239.83,949.37,819.18,1231.3,1271.58,1332.53,786.63,1165.86,746.43,964.66,1134.22,1292.43,1236.24,941.23,1399.16,1633.13,1036.93,1585.75,1308.1,1350.31,1274.19,1126.56,961.33,964.29,911.71,1050.64
"Cxcl1",45.96,119.43,47.34,106.36,127.03,99.02,186.55,146.43,200.88,4908.57,554.51,1312.02,1.01,1,1,1,1,1,1,1.11,1.01,2.91,1,1.05,1,1,1,1,1,1,1,1,44.9,11.96,28.08,4.39
"Cxcl10",20.09,2.01,14.68,7.45,4.85,2.08,1.87,11.67,2.24,8,2.39,18.55,20.29,19.06,46.1,27.39,13.16,7.56,11.31,10.88,229.11,35.72,7.11,42.82,4.81,1.28,2.37,1,1,11.99,8.76,7.97,33.68,20.35,23.35,16.11
"Cxcl11",36.01,51.2,55.03,41.62,62.61,40.84,76.2,43.49,30.78,42.39,53.06,95.92,78.72,78.65,75.02,101.37,27.79,34.6,91.91,125.38,210.87,138.7,72.78,127.54,7.44,4.7,9.54,4.01,28.75,4.53,7.67,6.13,7.49,7.77,2.85,1
"Cxcl12",7972.69,7573.01,6899.3,6731.61,7531.23,6528.12,6648.57,7041.45,7656.13,7745.27,8023.79,7996.97,495.8,786.92,674.95,622.88,499.87,682.6,320.12,236.54,637.58,612.59,857.05,295.92,2137.08,1142.55,1352.22,1206.66,589.15,1041.52,905.17,615.99,337.19,495.99,684.1,458.98
"Cxcl16",342.57,257.91,281.76,288,242.55,244.47,308.12,296.16,263.55,260.25,344.38,267.57,785.94,690.73,627.03,787.27,824.66,475.61,336.63,572.25,943.67,983.49,902.37,1074.05,746.67,351.59,402.76,379.37,484.52,444.98,345.67,301.56,324.37,303.53,506.96,504.09
"Cxcl2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1.65,1,1.11,1.01,1,1,1.05,1,1.96,1,1,1,1,1.69,1.23,12.84,1,20.19,1
"Cxcr1",45.96,59.23,49.27,54.21,62.61,49.15,53.76,36,97.93,88.26,55.44,45.15,8.2,12.25,15.52,10.04,20.96,8.41,25.88,19.77,19.31,23.87,28.38,14.58,16.64,8.8,16.7,11.48,10.51,7.92,13.66,12.88,9.63,4.62,8.1,10.84
"Cxcr3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.91,2.42,1.01,1,1.48,1,1,4.18,1,1.11,1.01,1,1,2.03,20.58,1,1,1,1,7.92,3.32,1,5.35,3.57,1,1
"Cxcr4",43.97,9.05,16.6,39.82,58.16,38.76,72.46,43.49,41.97,60.74,53.06,11.3,61.59,94.83,187.41,56.62,75.58,57.41,44.33,56.46,112.55,38.45,153.24,50.14,695.41,29.33,159.12,206.63,25.57,361.5,81.69,191.85,44.9,36.61,243.07,160.22
"Cxcr6",1.99,2.01,1.92,7.45,2.22,2.08,1.87,1.87,8.4,2.29,2.91,2.42,17.27,30.13,48.58,32.87,18.03,16.01,5.48,5.32,17.28,33.89,17.28,14.58,54.09,21.12,16.7,18.02,19.23,33.71,16.38,15.33,8.56,14.06,14.41,10.84
"Cybb",258.96,153.55,237.57,199.88,218.11,207.07,210.86,254.98,205.36,184.57,322.89,197.46,194.57,254.02,342.76,215.53,129.23,209.48,113.27,123.16,248.37,206.14,350.23,99.3,780.18,101.17,144.79,200.1,91.37,322.82,93.67,135.46,71.62,100.59,255.69,145.57
"Cycs",14.11,23.1,1.92,3.85,2.22,2.08,51.89,13.55,26.3,17.17,26.79,2.42,67.64,65.03,59.32,55.7,23.89,50.65,38.5,78.69,61.87,63.97,52.43,77.34,36.35,63.54,49.85,52.57,35.09,33.71,37.06,48.43,37.95,26.64,20.72,24.9
"Cyfip1",1859.44,1881.48,1797.8,1748.29,1784.25,1852.79,1701.53,1727.94,1736.24,1741.66,1910.82,1631.16,2858.22,2783.2,2598.71,3079.71,2449.63,2371.47,2115.69,2535.4,2839.02,3123.28,2897.28,3016.24,1715.22,2242.08,1867.26,1927.5,2328.25,1826.06,1910.44,1771.36,1793.86,1858.41,1787.99,1842.66
"Cyp1a1",85.78,117.43,72.32,79.39,104.81,86.55,83.68,65.95,84.5,88.26,100.81,88.66,40.44,38.64,55.19,26.48,25.84,17.7,46.27,87.58,23.36,33.89,33.93,28.18,17.95,28.64,23.87,17.09,15.27,7.92,9.31,7.97,9.1,6.19,13.88,10.25
"Cyp1a2",16444.84,16597.98,15855.27,15932.16,20851.23,22445.02,19697.93,18284.22,23144.07,16642.9,18337.04,14041.23,1.01,1,7.26,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Cyp27a1",5273.38,4054.94,4950.93,4591.54,4925.43,5029.93,4118,4338.84,5071.08,4743.46,3403.25,3364.65,566.32,344.25,375.81,418.29,147.76,176.53,195.82,560.03,352.77,385.67,269.77,248.86,126.37,178.49,133.15,164.62,119.9,76.47,76.8,52.1,19.25,24.02,34.39,21.97
"Cyp2c29",66503.42,76236.63,64914.23,66189.84,83941.33,75288.71,72454.61,65920.5,76147.74,60826.07,39973.61,46365.92,174.43,16.51,265.91,1,1,1,3.54,323.25,1.01,5.64,13.58,1.05,1,1,4.16,1,9.72,1,1,1,1,1,1,1
"Cyp2c65",103.69,101.37,106.91,117.15,78.16,78.24,74.33,75.31,104.64,99.72,100.81,62.07,4759.23,2768.73,5700.84,2983.81,1990.23,1733.61,1388.33,4535.22,1708.91,2682.2,2080.64,1993.38,3942.11,8722.28,5960.7,7326.33,5504.43,6374.44,7350.96,5762.71,5439.27,5897.94,5011.87,6092.1
"Cyp2e1",107769.35,98741.86,101128.15,94122.38,117072.51,126655.01,127743.72,96867.61,139612.48,145282.5,118912.09,113300.05,135.14,130.58,87.42,75.8,231.64,322.7,87.05,22,513.92,12.02,642.49,15.63,31.75,12.22,63.28,53.5,167.46,6.56,9.85,9.2,7.49,3.57,3.9,4.98
"Cyp2j6",143.51,133.48,156.87,102.77,180.34,155.12,156.62,146.43,167.31,173.11,134.24,91.08,214.72,146.75,203.93,111.42,61.93,76.84,147.26,329.92,179.45,203.4,85.72,153.68,44.89,72.43,50.74,76.85,67.59,96.83,90.4,107.88,61.46,39.75,43.85,62.97
"Cyp4a10/31/32",3141.41,4512.51,4172.74,4996.17,4274.54,2683.96,4512.65,1531.42,6210.29,9297.77,683.45,2066.35,1.01,1,9.74,1,1,1,1,7.55,1.01,1,1,1.05,1,2.64,6.85,1,1.8,1,1,1,1,1,1,1
"Cyp4a12a",7252.07,5728.68,6964.63,5037.53,5503.02,5181.62,5453.43,6745.73,3593.9,5511.69,7837.54,2518.46,13.24,2.89,1,1,1,1,1,1.11,2.07,2,1,4.12,1,1,1,1,1,1,1,1,1,1,1,1
"Cyp7a1",3085.67,823.85,1817.02,1043.32,1593.21,749.41,1385.44,575.03,176.26,551.49,654.8,586.71,1.01,1,1,1,3.4,1.65,1,1.11,1.01,1,1,1.05,1,7.43,1,1,1,1,3.86,1,1,1.47,1,1
"Cyp8b1",16309.48,13714.08,16301.05,11161.04,8104.37,8593.57,6536.35,8632.32,3891.57,5812.1,4504.06,2042.17,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Dapk1",981.56,763.64,890.87,757.38,917.88,603.96,629.82,941.86,890.23,684.49,829.12,451.32,68.65,91.42,63.45,76.71,78.51,128.38,112.3,73.13,90.25,80.37,114.39,93.02,108.63,131.28,150.17,94.59,94.54,58.82,81.15,132.4,45.43,48.15,60.67,35.44
"Daxx",127.58,129.47,112.67,129.74,135.92,128.11,149.14,112.74,131.5,152.47,129.47,127.35,153.27,152.71,134.52,152.51,152.64,145.27,151.15,165.4,146,156.01,162.49,166.23,143.45,151.8,166.29,122.6,129.41,112.44,106.73,115.85,105.28,98.49,111.66,103.39
"Ddit3",85.78,83.31,53.11,30.83,38.17,55.38,42.53,41.62,73.31,60.74,55.44,52.4,276.18,176.55,204.76,151.6,134.1,123.31,128.81,274.34,167.28,208.87,170.81,239.45,132.28,160.7,155.54,152.48,139.72,140.26,139.39,116.46,67.34,47.62,60.67,68.25
"Ddr2",89.76,65.25,95.38,97.37,115.92,90.71,89.29,103.38,104.64,113.48,103.2,112.84,296.33,381.71,310.53,455.74,321.37,605.72,353.14,323.25,407.5,406.63,435.32,407.83,640.22,886.65,877.49,588.53,451.23,285.49,543.24,522.83,226.05,354.4,296.16,289.68
"Depdc5",284.84,263.93,229.88,243.04,222.55,211.23,231.44,215.68,227.74,267.13,241.7,211.97,171.4,168.89,167.57,179.91,120.45,193.43,166.69,190.97,151.07,142.34,161.56,133.81,333.35,242.8,264.82,246.78,169.05,200.66,212.86,268.47,157.65,143.59,164.75,183.06
"Derl1",55.92,47.18,53.11,66.8,87.04,72.01,78.07,54.72,88.97,69.91,81.71,66.9,59.58,39.49,43.62,45.66,22.91,28.68,52.1,56.46,41.6,43.01,42.26,60.6,54.75,34.12,28.35,36.69,31.12,11.31,16.93,22.07,6.96,20.35,15.46,24.31
"Derl2",487.89,436.52,423.95,457.05,504.68,473.05,498.9,408.46,440.36,413.89,399.3,424.72,120.02,168.04,154.35,190.87,117.52,184.14,154.06,170.96,158.16,195.2,156.01,188.2,155.94,175.07,160.92,173.95,124.66,121.26,133.4,142.82,88.18,108.45,115.86,112.77
"Diaph1",1622.55,1596.5,1563.38,1624.2,1708.72,1626.29,1802.52,1596.93,1713.86,1507.75,1707.85,1316.86,2549.94,2362.66,2031.83,2572.82,2776.38,2405.27,1881.65,2082.96,2185.28,2576.49,2600.4,2473.43,1673.82,1982.08,1636.17,1653.92,2202.21,1342.85,1422.78,1446.51,1369.58,1222.82,1308.59,1370.5
"Dll1",18.1,27.12,26.21,70.39,24.84,32.53,31.31,37.88,64.35,10.29,12.46,45.15,382.96,390.22,422.09,396.37,196.53,261.02,591.06,714.54,496.69,355.59,279.02,436.07,86.94,113.49,161.81,135.67,130.21,69.68,108.36,134.24,51.84,63.88,78.02,55.94
"Dll4",36.01,47.18,33.89,38.02,35.95,42.92,21.96,43.49,10.64,40.1,43.5,40.31,78.72,76.95,88.24,85.84,89.24,96.27,94.82,140.94,128.77,98.6,222.6,159.96,55.4,91.59,124.19,86.18,68.38,71.04,98.02,108.49,64.13,65.98,80.64,74.1
"Dock1",322.66,342.2,283.68,329.36,322.52,367.07,381.07,384.12,288.17,294.65,401.69,342.52,560.27,666.04,574.14,798.23,746.63,1061.1,733.81,641.18,910.22,820.37,1037.4,926.58,805.8,1163.76,1136.35,1122.62,952.19,913.26,1175.13,1193.37,662.62,697.36,713.54,687.44
"Dock2",155.45,119.43,139.57,144.13,155.91,167.59,151.01,180.12,167.31,184.57,174.84,153.94,167.37,238.69,331.19,150.69,82.41,115.7,94.82,154.28,238.23,133.23,277.17,96.16,1498.38,92.28,252.28,295.34,75.51,523.7,104.55,296.66,56.12,73.84,311.93,198.3
"Dusp7",189.29,113.41,154.95,118.95,164.79,157.2,173.46,155.79,151.64,182.28,141.41,168.45,124.05,133.99,137,94.06,110.69,149.5,151.15,132.05,152.08,111.36,141.21,144.27,277.5,134.7,164.5,130.07,107.22,168.09,125.24,162.43,104.75,105.83,130.58,119.21
"Dusp8",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,31.37,31.83,11.39,20.08,38.52,22.77,24.9,6.43,36.54,32.07,35.78,26.09,17.29,30.01,31.04,18.02,25.57,20.14,24.55,32.49,64.67,37.66,44.9,45.4
"Dynll1",1.99,5.04,3.15,1.8,2.22,2.08,5.13,1.87,2.24,2.29,12.46,2.42,18.27,21.62,19.66,14.6,16.08,29.53,21.02,11.99,24.37,16.58,8.96,17.72,19.26,32.06,30.14,25.49,16.86,8.6,22.91,30.04,18.71,21.4,17.04,22.55
"E2f4",177.35,139.5,153.02,135.14,127.03,163.44,122.96,135.2,160.59,159.35,112.75,141.85,275.17,299.99,264.26,315.09,307.72,318.47,327.89,345.48,327.43,294.53,323.41,385.87,312.98,287.28,304.23,293.47,261.79,254.95,287.43,278.27,302.46,339.19,258.84,308.43
"Eef2k",30.04,25.11,45.42,30.83,29.28,40.84,48.15,49.11,35.26,35.52,55.44,33.06,302.37,265.94,177.49,222.84,361.36,238.21,342.46,237.65,256.48,302.74,303.99,361.81,149.37,235.96,243.32,177.69,334.71,132.8,184.02,213.3,137.34,138.87,163.7,177.21
"Egfr",5816.82,3342.49,4332.22,3179.8,2541.78,3556.69,5227.12,6231.04,2808.31,4913.16,4709.42,5013.53,216.74,232.74,179.97,215.53,149.71,219.62,219.12,284.34,172.35,219.8,171.74,241.54,155.28,209.96,209.28,242.12,192.03,137.55,193.27,211.46,216.43,147.26,203.12,195.95
"Egr1",412.24,368.29,375.92,142.33,406.94,306.81,117.35,520.75,693.27,971.14,442.28,28.22,113.98,147.61,126.26,113.24,240.42,112.33,152.12,244.32,95.32,101.33,224.45,158.91,178.94,218.86,186.89,180.49,239.59,131.44,313.55,237.82,219.1,215.43,359.77,252.19
"Ehmt1",119.62,111.41,99.22,109.96,93.71,113.57,121.09,129.59,133.74,173.11,143.79,122.51,180.47,150.16,149.39,165.3,122.4,184.98,153.09,198.75,146,171.5,169.89,180.88,190.11,176.43,191.37,213.17,165.88,150.44,157.89,209.01,134.14,117.37,124.8,125.07
"Eln",16.1,2.01,20.44,21.84,11.51,2.08,18.22,6.06,21.83,10.29,24.4,2.42,15.25,23.32,16.35,13.69,43.39,74.31,42.38,64.24,53.77,53.94,70.93,52.23,35.69,50.54,77.61,32.96,35.88,64.25,131.22,256.21,55.58,62.83,78.02,53.02
"Elovl6",314.7,328.15,279.84,406.69,449.14,223.7,295.03,288.67,270.26,216.68,162.9,381.21,218.75,327.23,417.13,321.48,247.25,440.13,713.42,816.81,435.88,400.25,340.98,709.04,272.24,441.91,333.79,455.94,274.47,242.06,369.61,432.12,234.06,262.1,193.14,246.33
"Eomes",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,7.31,1,1,1.11,1.01,2.91,1,1.05,16.64,16.33,1,2.15,2.59,6.56,10.39,11.65,6.42,13.53,14.41,17.87
"Ep300",501.82,424.48,439.32,494.81,538,524.99,483.93,477.71,617.17,523.97,485.26,473.08,766.79,932.5,929.47,991.86,733.96,860.02,962.02,1061.37,894.01,953.42,971.73,1183.87,950.37,736.81,773.59,917.2,785.73,654.69,757.13,807.23,504.45,491.8,533.76,525.76
"Ep400",326.64,189.67,254.86,257.43,233.66,277.72,207.12,264.34,330.69,264.84,284.68,349.78,268.12,298.28,280.78,347.97,221.89,337.06,369.65,387.72,325.4,344.66,294.74,441.3,414.18,275.65,337.37,319.61,247.52,261.06,342.94,386.76,215.36,214.38,221.52,188.34
"Epas1",2701.48,2431.37,2280.09,2719.42,2968.3,2868.89,2677.84,2603.86,3103.75,3979.83,2918.51,3212.34,586.46,802.25,740.24,623.79,790.53,1080.53,915.41,965.77,808.87,640.84,1053.12,825.14,1288.11,1482.6,1625.42,1569.88,807.93,892.9,1156.63,1244.85,868.88,655.94,845.48,833.9
"Ephx2",18310.07,16413.35,16762.21,14513.23,15008.74,14293.32,13570.7,14028.18,14453.37,15870.09,12548.82,9474.19,5007.06,2750.85,5523.17,2197.44,1149.46,827.92,1479.62,7273.17,2071.76,2047.01,1447.11,1626.27,493.03,779.23,649.08,850.91,969.63,669.62,607.46,698.13,234.06,178.2,238.34,254.53
"Erc1",103.69,87.32,104.99,117.15,100.37,101.1,111.74,69.69,111.35,111.19,100.81,91.08,58.57,65.88,84.11,75.8,107.77,148.65,122.01,82.03,110.53,88.57,140.29,158.91,59.35,75.85,79.41,61.91,79.48,54.75,50.13,73.56,47.57,55.49,59.62,48.33
"Ern1",776.53,721.5,794.8,883.26,815.69,772.27,962.74,670.48,1060.33,533.14,788.52,688.25,355.76,425.13,365.07,464.87,298.94,390.28,484.24,474.43,362.9,360.15,333.58,500.91,268.96,317.38,347.23,320.55,287.94,252.24,299.4,312.6,174.75,174.53,187.88,163.15
"Ero1l",475.94,426.49,352.86,347.35,404.71,427.33,459.62,400.97,409.03,507.92,437.5,552.86,691.24,816.72,808.82,900.53,528.15,599.81,833.83,1032.47,758.19,890.54,665.61,934.95,563.99,742.28,595.34,685.64,648.6,761.24,814.28,783.94,1203.39,840,1065.21,1060.6
"Erp29",1280.16,1181.08,1234.81,1122.45,1213.33,1270.97,1469.6,1370.46,1279.66,1234.86,1960.97,1752.04,1605.98,1395.6,1243.49,1380.93,1971.7,1520.7,826.06,871.28,1337.94,1461.03,1633.93,886.84,1345.94,1202.76,1324.46,1399.01,1310.47,1393.07,1181.12,939,913.23,1134.72,1101.48,1032.48
"F11r",2552.18,2447.42,2422.28,2429.88,2675.07,2253.83,2324.35,2669.36,2669.55,2617.66,2581.82,2740.88,5450.33,5289.4,4546.42,6007.82,5583.49,4396.6,5338.78,6204.89,6405.73,6759.46,6113.93,7809.48,3349.41,5015.2,4875.98,4979.86,4663.42,3230.21,3475.22,3943.56,4709.86,3568.51,3770.79,3876.58
"F5",3690.82,3228.1,3684.69,3593.43,4081.27,4510.45,3902.92,3876.55,4603.3,5078.27,4680.76,3596.75,1.01,2.89,16.35,10.95,1.45,3.34,1,1.11,3.09,1,32.08,1.05,24.52,15.64,1.48,11.48,4.97,5.21,1.14,1,4.82,4.62,2.32,1
"F8",344.56,324.14,349.01,403.1,386.94,377.46,296.9,357.92,292.64,404.72,413.62,347.36,13.24,19.06,8.09,5.47,20.96,16.01,29.76,26.44,21.33,22.05,14.51,19.81,29.12,12.22,11.33,7.75,10.51,21.49,18.56,12.88,11.77,10.91,7.05,16.11
"FGFR4",667.04,649.25,604.57,541.57,680.18,628.89,616.73,554.44,874.56,585.88,592.72,620.56,50.51,51.41,36.18,64.84,112.65,130.91,59.86,35.34,54.78,46.65,76.48,77.34,79.72,101.17,107.17,97.39,90.57,69.68,90.4,64.98,79.63,97.96,105.88,104.57
"Fabp4",304.75,298.05,291.37,282.6,375.84,379.54,394.16,404.71,415.74,340.51,365.87,294.17,760.75,1875.72,893.94,1038.44,2260.41,3332.92,1023.2,449.98,3463.37,339.19,6319.25,552.16,184.19,329.01,395.59,400.85,1675.89,349.97,529.63,486.67,341.47,347.58,490.13,352.95
"Fabp5",846.2,440.53,821.7,854.49,737.94,581.1,588.67,1552.01,476.17,659.27,1980.07,1681.93,189.54,218.26,235.33,179.91,469.63,340.44,202.62,262.11,333.51,153.28,601.79,204.93,664.53,197.65,285.42,286,270.51,387.97,259.13,361.63,308.34,292.52,388.16,330.69
"Fabp6",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,2958.96,15320.99,34.53,55126.29,182722.12,316378,75443.69,1.11,143955.67,82672.7,304449.03,308584.97,42.92,21.8,48.05,21.75,59183.23,29.64,15.29,17.17,36.35,40.8,29.65,33.68
"Fadd",75.82,37.15,74.24,52.41,69.27,61.62,51.89,60.34,53.16,65.33,84.1,42.73,110.96,105.04,111.38,101.37,84.36,92.89,96.77,132.05,95.32,117.74,113.47,105.57,111.91,150.43,123.3,132.87,96.12,126.69,116.53,161.82,95.66,96.92,93.26,83.48
"Fap",1.99,2.01,1.92,1.8,2.22,2.08,3.26,1.87,2.24,2.29,2.39,2.42,10.22,38.64,22.96,62.1,9.26,38.82,19.08,24.22,53.77,53.94,66.3,60.6,76.43,94.33,87.47,88.05,55.7,64.25,68.63,84.59,36.35,41.85,22.82,39.54
"Fas",207.21,193.69,147.26,154.92,184.79,155.12,171.59,118.36,158.35,276.3,191.55,286.92,133.12,130.58,163.44,146.12,62.9,81.91,89,178.74,177.42,164.21,106.07,144.27,100.74,70.38,58.8,53.5,77.1,61.54,55.02,72.94,44.36,25.07,39.12,34.86
"Fasn",1075.12,1389.79,1269.4,1888.56,1682.07,1019.54,1263.87,1316.19,834.27,714.3,678.68,1328.95,247.97,488.12,358.46,334.27,1293.82,1446.36,766.83,407.73,1105.84,189.73,1662.6,602.36,232.82,372.12,444.86,372.84,821.4,235.95,463.77,552.25,311.01,353.35,208.9,224.07
"Fbp1",6905.7,7247.89,7287.44,6726.22,7682.29,7035.13,5834.98,5409.4,7432.32,7339.37,6548.08,6236.88,102.9,72.69,129.56,82.19,87.29,75.15,43.36,59.79,46.67,51.21,89.42,53.28,7.44,5.38,17.6,11.48,26.37,1.81,5.5,3.07,3.22,5.67,1,1
"Fcer1a",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,14.24,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1.14,1,6.42,1,1,1.46
"Fcer1g",147.49,103.38,135.73,142.33,133.69,107.33,180.94,153.92,144.93,175.4,158.12,144.27,112.97,122.07,169.23,115.07,90.21,103.03,155.03,184.3,149.04,114.09,112.54,116.03,138.2,116.91,131.36,100.19,69.96,93.43,139.39,112.78,110.62,105.31,111.13,124.48
"Fcgr4",173.36,93.34,114.6,172.9,149.24,88.63,143.53,123.97,153.88,138.71,122.3,134.6,136.14,170.59,164.27,165.3,89.24,150.34,69.58,59.79,102.42,148.72,114.39,97.21,32.41,64.22,46.26,21.75,31.92,14.03,12.03,7.36,41.16,52.87,29.65,45.99
"Fcrlb",1.99,2.01,5.07,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,6.22,1,1,1,1,1,1,1,1,1,1,1,1
"Fga",86405.82,84422.73,83079.8,78492.6,91538.8,97003.02,104731.06,97728.55,110619.6,176857.61,135240.39,291999.75,1.15,2.04,26.27,13.69,14.13,19.39,1,1.11,31.47,6.56,79.25,1.05,10.72,10.17,35.51,26.42,27.16,4.53,5.5,4.3,3.22,3.05,4.42,4.39
"Fgb",144520.52,139437.5,139953.38,127548.95,150934.55,159184.92,171947.33,164925.03,174399.92,285628.88,213450.56,428251.88,32.38,16.51,41.97,17.34,21.94,21.08,35.59,10.88,57.82,15.67,100.52,15.63,13.35,8.8,25.66,29.22,35.09,7.92,20.19,9.2,13.37,3.57,13.36,17.87
"Fgd2",14.11,21.1,8.91,30.83,11.51,11.75,20.09,34.13,30.78,19.46,19.62,16.13,43.46,43.75,73.37,31.04,19.01,43.05,64.72,69.8,65.93,20.23,51.5,34.45,190.11,30.01,53.43,63.77,18.44,50.68,49.58,68.04,20.32,20.35,48.05,37.2
"Fgf15",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,62.6,191.87,1,166.21,4.38,121.62,704.68,9.77,940.63,627.17,45.03,109.76,1,1.28,1,1,1,1,1,1,1,1,1,1
"Fgf2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,7.42,3.1,8.16,2.91,6.19,1.05,1,1.28,5.96,1,2.59,1,12.03,8.59,5.35,6.72,1.79,3.81
"Fgf21",109.66,89.33,78.09,100.97,95.93,82.4,113.61,92.15,129.26,129.54,69.77,91.08,37.42,25.02,19.66,12.78,23.89,16.01,31.7,24.22,13.22,14.76,27.46,8.31,7.44,4.7,14.91,14.29,20.82,6.56,7.13,9.81,11.23,5.67,7.05,9.08
"Fgg",77909.77,71327.79,75822.41,66902,77798.93,79031.05,88840.66,85899.95,93768.63,143940.97,113293.41,216161.23,7.19,1,8.09,1,6.33,16.01,1,5.32,2.07,1,41.33,1.05,1.52,10.17,2.37,9.62,8.93,3.85,5.5,2.46,5.89,1,4.42,5.56
"Fgl2",87.77,77.29,78.09,63.2,78.16,67.85,68.72,43.49,97.93,72.21,84.1,69.32,503.86,668.6,670.82,723.34,801.26,931.84,595.91,746.78,758.19,776.62,1077.17,816.77,736.81,1143.91,1077.24,953.62,997.37,692.01,821.9,820.71,690.94,516.44,558.47,709.12
"Fli1",101.7,65.25,85.77,73.99,55.94,55.38,83.68,92.15,100.16,69.91,55.44,95.92,58.57,103.34,137.82,44.74,72.66,85.29,66.66,66.46,104.44,72.17,131.97,61.65,511.43,71.75,107.17,104.86,40.64,210.84,98.02,172.24,59.33,57.58,155.29,103.39
"Flnb",362.48,173.62,262.55,237.64,318.08,344.22,302.51,279.31,270.26,368.03,256.02,284.5,1170.77,1154.68,922.03,1000.08,1366.97,1225,1134.88,1308.16,1170.71,1171.23,1262.14,1421.28,730.9,1215.76,1178.45,991.9,1328.7,747.66,1177.31,1199.5,1302.78,1192.41,1123.56,1203.54
